age,gender,height,weight,bmi,activity_level,goal,exercise_frequency,target_calories
32,female,162.1,75.0,28.54,light,lose,1,1586
19,male,182.4,52.4,15.75,light,lose,3,1855
19,male,170.1,62.0,21.43,active,lose,5,2496
31,female,167.1,77.2,27.65,light,gain,3,2530
32,female,155.8,67.8,27.93,moderate,lose,4,1776
60,female,171.6,63.6,21.6,light,lose,3,1348
57,female,152.9,61.6,26.35,moderate,lose,3,1396
20,male,170.4,73.7,25.38,active,gain,4,3477
59,male,189.5,88.7,24.7,sedentary,build_muscle,0,2367
63,male,180.8,70.8,21.66,light,maintain,2,2186
37,female,165.6,59.8,21.81,moderate,maintain,4,2123
37,female,162.2,63.0,23.95,moderate,lose,4,1635
54,male,192.0,63.4,17.2,light,maintain,2,2228
67,female,169.1,62.1,21.72,light,build_muscle,2,1911
67,female,162.7,48.2,18.21,moderate,lose,5,1300
27,female,171.7,66.1,22.42,sedentary,gain,0,2096
28,female,156.4,54.2,22.16,moderate,lose,5,1572
23,male,176.9,58.3,18.63,sedentary,gain,1,2288
59,male,182.6,93.1,27.92,sedentary,maintain,0,2146
19,female,170.3,61.6,21.24,moderate,lose,4,1840
65,male,179.8,86.0,26.6,light,lose,1,1922
29,female,163.2,60.1,22.56,active,maintain,4,2481
53,female,157.1,42.0,17.02,active,maintain,6,1904
21,male,162.6,60.7,22.96,light,build_muscle,2,2428
32,male,180.5,90.9,27.9,active,build_muscle,6,3680
31,male,171.0,81.2,27.77,moderate,maintain,5,2825
58,male,193.2,69.5,18.62,moderate,gain,3,2949
53,female,165.0,56.6,20.79,sedentary,lose,0,1200
30,male,186.3,63.9,18.41,sedentary,gain,0,2327
51,male,180.2,55.8,17.18,moderate,build_muscle,3,2586
48,female,159.9,63.2,24.72,sedentary,gain,1,1871
59,male,171.7,79.8,27.07,sedentary,lose,1,1458
25,female,155.0,66.2,27.55,sedentary,build_muscle,1,1861
52,male,171.3,71.8,24.47,light,gain,1,2463
62,male,170.1,83.9,29.0,very_active,lose,6,2799
54,female,153.4,65.9,28.0,light,lose,3,1270
39,male,171.0,91.7,31.36,moderate,maintain,3,2893
55,male,163.0,77.8,29.28,light,maintain,3,2199
45,female,142.9,42.8,20.96,sedentary,maintain,1,1200
37,female,163.9,57.9,21.55,moderate,gain,5,2436
43,female,160.2,89.9,35.03,sedentary,maintain,1,1894
47,female,168.1,47.6,16.85,sedentary,gain,0,1701
36,female,164.4,49.6,18.35,light,lose,3,1306
18,female,171.7,59.9,20.32,active,build_muscle,4,2860
26,female,164.9,62.2,22.87,light,maintain,1,1951
52,female,164.0,68.2,25.36,sedentary,lose,0,1200
39,male,164.2,78.1,28.97,light,lose,3,1876
53,male,169.8,54.4,18.87,sedentary,lose,1,1282
18,female,167.6,65.2,23.21,moderate,gain,5,2732
59,female,168.4,70.0,24.68,very_active,lose,5,2262
67,female,151.0,54.8,24.03,very_active,gain,6,2411
64,female,166.8,76.6,27.53,light,lose,3,1454
19,male,186.1,90.1,26.02,light,build_muscle,1,3026
37,female,164.6,71.0,26.21,moderate,build_muscle,4,2540
35,female,154.2,42.0,17.66,moderate,build_muscle,4,2056
27,female,177.3,64.3,20.45,light,lose,3,1638
48,female,173.6,82.4,27.34,moderate,lose,3,1996
31,male,176.7,93.1,29.82,light,gain,2,2991
37,female,156.1,64.3,26.39,light,gain,2,2153
38,female,166.6,73.2,26.37,active,maintain,5,2688
49,male,186.2,46.0,13.27,light,gain,1,2331
18,male,183.4,75.3,22.39,moderate,build_muscle,3,3132
33,female,171.9,55.7,18.85,moderate,maintain,3,2104
57,male,178.9,69.5,21.72,moderate,maintain,3,2507
55,male,173.6,69.1,22.93,active,lose,5,2337
49,female,165.1,59.9,21.98,sedentary,lose,0,1200
41,male,174.7,81.4,26.67,light,lose,2,1970
40,male,183.6,77.5,22.99,active,gain,6,3511
25,female,169.7,44.6,15.49,sedentary,maintain,1,1509
20,male,182.3,68.5,20.61,light,lose,1,1998
44,male,188.2,87.4,24.68,moderate,lose,5,2523
45,male,174.6,90.4,29.65,light,build_muscle,3,2780
40,male,178.5,61.7,19.36,light,lose,3,1741
38,male,178.8,81.9,25.62,light,lose,3,2098
38,male,174.8,61.2,20.03,active,maintain,4,2691
45,female,162.0,60.2,22.94,light,lose,1,1253
46,female,162.2,42.0,15.96,moderate,lose,3,1296
26,female,162.6,50.7,19.18,active,maintain,5,2277
39,female,171.8,67.8,22.97,moderate,lose,3,1851
48,female,168.6,63.3,22.27,active,build_muscle,6,2684
28,female,165.4,65.6,23.98,moderate,gain,4,2660
42,female,160.6,58.6,22.72,moderate,lose,5,1695
55,female,160.1,67.9,26.49,active,lose,5,1844
66,female,172.7,42.0,14.08,moderate,build_muscle,3,1907
27,male,187.9,85.3,24.16,light,maintain,3,2768
26,male,166.7,71.1,25.59,moderate,build_muscle,4,2955
47,male,183.1,77.0,22.97,moderate,lose,4,2358
68,female,157.2,73.4,29.7,moderate,lose,4,1557
23,male,178.3,84.3,26.52,sedentary,maintain,1,2253
67,male,160.4,84.5,32.84,very_active,maintain,7,3141
35,male,182.8,72.0,21.55,sedentary,build_muscle,0,2300
41,male,168.5,69.3,24.41,light,maintain,1,2202
68,male,168.1,89.0,31.5,moderate,gain,5,3014
65,female,151.3,83.9,36.65,light,lose,2,1411
65,male,175.9,69.4,22.43,sedentary,maintain,0,1769
54,male,191.8,87.1,23.68,moderate,lose,3,2449
64,male,166.6,83.6,30.12,moderate,lose,5,2167
20,male,161.0,75.0,28.93,sedentary,lose,1,1591
43,male,182.6,81.1,24.32,moderate,gain,4,3207
46,male,188.9,93.5,26.2,light,maintain,3,2730
31,male,167.4,94.5,33.72,sedentary,lose,1,1703
23,female,157.7,44.6,17.93,light,lose,3,1309
42,female,165.2,55.6,20.37,light,lose,2,1298
36,female,159.6,63.7,25.01,moderate,gain,5,2618
48,male,167.2,77.2,27.61,active,maintain,5,2955
18,female,162.8,58.4,22.03,sedentary,lose,1,1228
22,female,167.3,47.8,17.08,sedentary,build_muscle,1,1818
39,male,174.2,52.6,17.33,active,maintain,5,2618
41,male,178.2,75.2,23.68,moderate,maintain,3,2663
27,female,163.3,55.5,20.81,sedentary,build_muscle,0,1788
58,female,162.7,71.7,27.09,sedentary,gain,0,1837
54,male,168.2,56.3,19.9,light,maintain,3,1993
54,male,180.4,89.7,27.56,moderate,lose,5,2393
66,female,162.3,68.2,25.89,moderate,build_muscle,4,2254
26,female,165.0,58.4,21.45,light,lose,3,1538
68,male,173.1,86.1,28.73,active,lose,6,2555
30,male,174.1,84.4,27.84,light,maintain,1,2469
46,female,162.8,57.0,21.51,light,gain,1,2003
36,female,163.5,51.0,19.08,active,lose,6,1820
40,male,176.1,84.5,27.25,active,build_muscle,4,3471
43,male,180.2,83.6,25.75,sedentary,lose,1,1749
23,male,182.4,60.0,18.03,light,maintain,1,2240
66,female,162.7,65.2,24.63,moderate,maintain,5,2015
28,male,170.6,70.1,24.09,sedentary,maintain,0,2080
57,male,165.0,77.9,28.61,sedentary,maintain,0,1854
19,female,167.4,47.7,17.02,light,gain,2,2133
31,female,165.8,72.7,26.45,very_active,build_muscle,5,3177
29,male,177.2,70.6,22.48,active,lose,4,2585
42,female,159.8,62.2,24.36,light,lose,1,1324
21,male,182.5,82.8,24.86,sedentary,maintain,0,2234
44,female,162.5,58.9,22.31,light,maintain,3,1783
48,female,162.5,60.9,23.06,sedentary,lose,1,1200
19,male,177.7,67.3,21.31,light,lose,1,1902
24,male,172.0,82.8,27.99,moderate,gain,4,3323
59,male,172.6,80.6,27.06,sedentary,build_muscle,1,2167
65,female,177.5,58.5,18.57,light,maintain,3,1776
48,male,180.4,63.6,19.54,light,maintain,1,2164
68,female,152.5,68.3,29.37,light,lose,2,1200
27,male,173.0,83.6,27.93,moderate,gain,3,3300
55,male,171.0,73.1,25.0,light,build_muscle,1,2445
57,female,173.4,65.3,21.72,light,maintain,2,1910
44,female,171.9,73.8,24.97,active,gain,4,2978
35,male,190.2,68.2,18.85,light,maintain,1,2360
54,male,178.9,70.3,21.97,active,maintain,4,2798
45,male,168.1,72.7,25.73,moderate,lose,5,2163
48,female,149.2,44.7,20.08,active,maintain,5,1842
31,male,146.8,87.1,40.42,active,maintain,5,2991
46,male,181.7,83.1,25.17,sedentary,maintain,0,2050
36,female,156.4,53.3,21.79,sedentary,lose,0,1200
43,male,183.4,59.6,17.72,sedentary,lose,1,1388
35,male,166.8,72.1,25.91,light,build_muscle,1,2459
38,female,162.9,61.9,23.33,moderate,lose,3,1671
30,male,175.6,60.9,19.75,active,lose,4,2364
66,male,181.5,76.9,23.34,sedentary,maintain,0,1906
65,female,161.4,52.1,20.0,sedentary,lose,0,1200
25,male,176.2,75.8,24.42,sedentary,maintain,0,2123
54,female,163.2,47.5,17.83,active,lose,5,1572
65,female,170.4,62.3,21.46,sedentary,gain,1,1817
52,female,180.1,61.1,18.84,active,build_muscle,6,2586
33,female,177.6,65.3,20.7,moderate,build_muscle,5,2654
61,female,164.4,74.5,27.56,active,gain,4,2758
51,male,175.0,84.4,27.56,moderate,maintain,4,2735
39,female,151.2,62.9,27.51,very_active,lose,5,2049
22,male,181.8,68.5,20.73,sedentary,maintain,0,2083
38,female,156.5,73.2,29.89,moderate,lose,5,1826
27,female,170.0,62.0,21.45,moderate,lose,5,1859
26,male,173.3,60.4,20.11,sedentary,maintain,0,1850
18,female,156.1,76.7,31.48,sedentary,maintain,0,1849
34,female,157.3,42.0,16.97,light,gain,2,1879
28,female,159.5,70.4,27.67,very_active,lose,6,2412
28,male,157.7,48.2,19.38,moderate,lose,5,1769
22,female,170.7,49.6,17.02,very_active,lose,5,2135
60,female,167.7,54.8,19.49,active,lose,6,1724
44,female,165.1,67.6,24.8,moderate,maintain,4,2199
19,male,189.9,90.3,25.04,active,lose,4,3043
22,female,154.2,59.6,25.07,moderate,lose,5,1737
18,female,155.6,63.2,26.1,moderate,lose,5,1873
42,female,156.9,58.5,23.76,light,lose,1,1200
44,female,176.6,61.3,19.66,light,build_muscle,1,2133
18,male,178.1,62.2,19.61,moderate,build_muscle,5,3024
49,female,166.1,56.0,20.3,light,build_muscle,1,1888
28,male,176.5,96.3,30.91,moderate,lose,4,2662
43,male,175.3,76.3,24.83,light,maintain,2,2411
27,female,156.6,68.5,27.93,sedentary,build_muscle,1,1904
52,female,150.1,70.7,31.38,light,maintain,2,1739
55,male,176.7,84.2,26.97,sedentary,maintain,0,2020
50,female,142.7,49.0,24.06,very_active,lose,6,1647
21,female,153.4,59.0,25.07,moderate,lose,3,1677
27,male,188.1,87.9,24.84,light,lose,3,2302
54,female,158.8,63.5,25.18,light,gain,2,2059
67,male,184.5,89.6,26.32,moderate,gain,5,3149
33,female,160.3,79.3,30.86,sedentary,lose,1,1348
64,male,184.9,82.2,24.04,moderate,maintain,3,2718
40,male,175.6,89.7,29.09,very_active,lose,5,3091
37,female,166.9,80.3,28.83,sedentary,gain,0,2162
21,female,160.3,56.2,21.87,light,lose,1,1423
27,female,172.1,73.5,24.82,active,lose,4,2306
24,male,178.7,62.4,19.54,moderate,maintain,3,2600
23,male,176.7,72.9,23.35,sedentary,lose,1,1663
65,female,158.2,79.6,31.81,moderate,maintain,3,2156
58,male,176.8,49.0,15.68,sedentary,build_muscle,1,1837
64,male,165.9,70.1,25.47,moderate,build_muscle,5,2630
51,female,159.8,72.2,28.27,sedentary,lose,0,1200
51,female,161.3,65.8,25.29,light,lose,3,1389
51,female,162.7,50.6,19.12,moderate,maintain,3,1812
24,female,155.3,50.5,20.94,light,gain,2,2082
26,male,185.4,63.9,18.59,active,maintain,5,3060
52,male,185.3,79.8,23.24,sedentary,maintain,1,2107
18,male,178.7,85.7,26.84,sedentary,gain,1,2660
18,male,167.3,80.8,28.87,active,lose,4,2764
43,male,180.6,74.3,22.78,active,lose,4,2565
53,female,156.3,55.7,22.8,light,maintain,2,1624
61,female,161.9,59.3,22.62,moderate,lose,5,1536
62,female,150.4,62.8,27.76,sedentary,lose,0,1200
37,female,166.1,53.2,19.28,sedentary,build_muscle,0,1722
68,female,165.0,74.8,27.47,moderate,gain,5,2563
54,male,182.5,88.3,26.51,light,lose,1,2080
56,female,164.0,64.6,24.02,sedentary,build_muscle,0,1713
24,male,173.9,79.7,26.35,light,lose,3,2054
43,female,160.9,61.1,23.6,moderate,build_muscle,4,2287
37,male,172.6,74.2,24.91,light,build_muscle,2,2607
49,male,171.6,52.4,17.79,moderate,build_muscle,3,2455
48,female,163.1,73.0,27.44,moderate,build_muscle,3,2484
49,female,172.1,60.6,20.46,sedentary,lose,1,1200
39,male,173.0,81.7,27.3,active,maintain,6,3172
64,male,167.8,70.4,25.0,moderate,maintain,5,2417
67,female,160.7,81.6,31.6,light,lose,1,1398
21,male,176.7,82.7,26.49,light,build_muscle,3,2839
52,female,174.7,62.4,20.45,light,gain,1,2190
51,male,180.0,84.3,26.02,light,build_muscle,2,2684
63,female,158.7,64.8,25.73,sedentary,maintain,1,1428
27,female,174.7,68.5,22.44,light,lose,1,1607
44,female,159.6,65.6,25.75,light,build_muscle,3,2115
63,male,184.8,79.2,23.19,moderate,build_muscle,4,2958
44,female,160.6,53.3,20.67,sedentary,build_muscle,1,1660
44,male,161.0,91.9,35.45,moderate,maintain,5,2793
55,female,161.1,56.8,21.89,moderate,gain,3,2218
61,male,183.4,51.7,15.37,moderate,maintain,5,2278
65,female,176.1,75.0,24.18,moderate,maintain,4,2260
44,female,157.0,45.9,18.62,light,build_muscle,2,1794
40,female,162.8,74.8,28.22,sedentary,gain,0,2039
27,female,175.2,70.0,22.8,active,gain,4,3043
64,female,163.7,66.7,24.89,sedentary,build_muscle,0,1684
47,male,176.4,85.1,27.35,light,maintain,2,2395
45,male,183.1,95.4,28.46,sedentary,build_muscle,1,2560
54,female,166.6,60.3,21.73,sedentary,lose,1,1200
31,male,163.5,64.1,23.98,sedentary,build_muscle,1,2201
24,male,175.3,103.3,33.62,sedentary,lose,1,2000
21,male,174.4,77.4,25.45,sedentary,maintain,0,2173
43,male,169.1,88.5,30.95,moderate,build_muscle,5,3092
20,male,174.6,84.4,27.69,sedentary,build_muscle,0,2458
25,male,182.5,85.1,25.55,moderate,gain,4,3362
53,male,181.7,76.3,23.11,moderate,gain,4,3029
57,female,167.1,60.3,21.6,moderate,lose,5,1523
65,male,172.7,71.9,24.11,moderate,build_muscle,4,2711
54,male,190.4,85.5,23.58,light,lose,3,2126
21,female,168.2,71.3,25.2,light,lose,2,1697
53,male,168.1,68.5,24.24,sedentary,maintain,1,1780
46,male,174.4,60.8,19.99,light,lose,1,1575
66,female,167.0,44.0,15.78,sedentary,maintain,0,1228
56,male,180.9,78.4,23.96,sedentary,lose,1,1572
35,male,172.0,75.0,25.35,sedentary,lose,0,1582
30,female,163.1,69.8,26.24,very_active,lose,5,2459
40,female,166.2,65.3,23.64,moderate,gain,4,2543
39,female,166.0,47.0,17.06,sedentary,build_muscle,1,1659
66,male,170.9,77.4,26.5,sedentary,build_muscle,1,2083
55,male,175.1,76.7,25.02,light,lose,3,1834
25,male,142.8,99.7,48.89,light,lose,1,2083
46,male,178.5,54.7,17.17,light,build_muscle,3,2317
25,male,173.5,97.2,32.29,light,lose,2,2354
55,female,160.1,67.7,26.41,active,lose,6,1906
54,male,169.8,80.1,27.78,moderate,gain,5,3037
29,male,173.5,79.2,26.31,sedentary,maintain,0,2081
35,female,159.4,56.8,22.35,active,maintain,5,2297
42,female,175.1,77.4,25.24,moderate,build_muscle,4,2757
19,male,186.0,93.4,27.0,moderate,build_muscle,4,3501
26,female,162.4,70.1,26.58,moderate,lose,5,1938
38,male,183.1,83.4,24.88,moderate,lose,5,2518
37,male,177.2,100.9,32.13,light,maintain,3,2749
56,female,163.9,73.5,27.36,moderate,build_muscle,3,2393
50,male,163.9,70.3,26.17,light,gain,2,2445
55,male,166.5,88.6,31.96,sedentary,gain,1,2446
20,female,154.0,69.5,29.31,active,lose,4,2142
40,female,155.0,81.4,33.88,active,lose,5,2218
45,female,160.7,85.5,33.11,light,maintain,2,2092
67,male,166.2,70.0,25.34,moderate,lose,3,1872
65,male,168.0,75.3,26.68,sedentary,maintain,0,1728
65,female,175.1,49.5,16.14,light,maintain,1,1596
40,male,179.8,76.3,23.6,sedentary,gain,1,2451
46,female,175.6,68.3,22.15,moderate,lose,3,1841
23,male,178.9,69.6,21.75,sedentary,build_muscle,0,2284
68,male,186.2,96.2,27.75,light,lose,3,2122
20,female,167.7,71.3,25.35,light,build_muscle,2,2388
45,female,161.0,64.4,24.84,active,maintain,4,2333
57,male,187.7,85.6,24.3,sedentary,lose,1,1688
26,male,166.1,89.2,32.33,sedentary,build_muscle,0,2472
18,female,160.5,52.2,20.26,sedentary,maintain,1,1554
35,female,163.2,42.8,16.07,moderate,build_muscle,3,2125
45,female,167.8,55.0,19.53,sedentary,maintain,1,1536
47,male,176.7,80.8,25.88,sedentary,build_muscle,0,2294
61,male,193.5,99.9,26.68,active,gain,4,3864
36,female,164.3,56.4,20.89,light,build_muscle,3,1985
42,male,166.0,98.7,35.82,light,build_muscle,1,2749
51,female,165.0,45.5,16.71,active,gain,5,2437
68,male,176.0,86.8,28.02,moderate,lose,4,2268
38,female,154.3,66.2,27.81,moderate,lose,3,1619
57,female,159.6,58.3,22.89,light,lose,1,1200
35,female,167.8,63.6,22.59,light,lose,2,1461
67,female,160.6,69.3,26.87,active,maintain,5,2137
40,male,164.2,91.7,34.01,light,lose,1,1946
53,female,157.8,59.3,23.81,light,lose,2,1203
18,male,169.7,68.3,23.72,active,maintain,5,3022
65,female,167.1,60.6,21.7,light,lose,2,1230
55,male,165.3,78.9,28.88,sedentary,gain,0,2173
49,female,168.7,50.2,17.64,moderate,lose,4,1397
35,female,162.5,63.8,24.16,moderate,lose,4,1743
44,female,162.7,74.4,28.11,light,gain,2,2318
41,male,167.9,61.5,21.82,sedentary,lose,0,1246
27,male,158.6,84.6,33.63,sedentary,build_muscle,0,2304
62,male,169.2,52.1,18.2,moderate,lose,3,1648
44,female,163.1,51.4,19.32,light,lose,3,1240
55,female,168.5,55.4,19.51,light,maintain,3,1714
19,male,179.7,62.6,19.39,moderate,build_muscle,5,3017
44,male,173.9,54.3,17.96,active,maintain,4,2618
67,male,166.5,74.8,26.98,light,lose,3,1664
42,male,164.0,67.3,25.02,light,lose,1,1642
43,female,176.3,66.2,21.3,moderate,maintain,3,2284
26,male,166.5,85.5,30.84,sedentary,maintain,1,2112
52,male,184.0,61.2,18.08,light,maintain,1,2112
43,male,178.6,77.4,24.26,very_active,build_muscle,5,3572
30,female,171.6,58.0,19.7,sedentary,build_muscle,0,1839
49,male,166.8,81.5,29.29,moderate,build_muscle,3,2876
47,male,187.0,87.4,24.99,active,maintain,5,3286
28,female,160.2,80.2,31.25,moderate,gain,5,2864
23,male,173.3,67.5,22.48,light,gain,3,2716
40,female,162.2,65.4,24.86,light,lose,2,1369
22,male,165.0,59.9,22.0,light,lose,2,1760
32,female,162.8,50.8,19.17,moderate,gain,3,2306
62,male,185.8,97.0,28.1,moderate,gain,4,3318
50,female,159.6,63.7,25.01,moderate,build_muscle,4,2284
61,male,188.5,93.7,26.37,light,build_muscle,1,2821
67,female,169.1,47.6,16.65,sedentary,build_muscle,0,1467
18,female,165.4,74.4,27.2,sedentary,maintain,0,1807
21,female,166.1,66.8,24.21,light,maintain,1,2055
28,female,156.0,70.8,29.09,moderate,maintain,3,2212
51,female,153.2,50.7,21.6,moderate,lose,3,1355
54,female,167.1,77.5,27.76,moderate,lose,4,1806
64,male,173.9,53.7,17.76,active,lose,5,1939
43,female,169.0,73.4,25.7,light,build_muscle,1,2202
44,male,169.8,85.5,29.65,light,lose,2,2030
58,female,157.2,50.2,20.31,light,maintain,2,1503
65,male,174.1,75.5,24.91,active,lose,4,2254
31,female,161.9,64.2,24.49,sedentary,build_muscle,0,1830
53,male,177.6,90.2,28.6,light,build_muscle,3,2740
33,male,167.1,64.0,22.92,light,lose,2,1718
20,female,169.1,58.3,20.39,moderate,lose,3,1812
68,female,151.8,82.4,35.76,moderate,build_muscle,4,2374
25,male,170.4,63.6,21.9,light,maintain,3,2323
35,female,169.6,58.8,20.44,sedentary,lose,0,1200
47,female,164.9,50.8,18.68,light,lose,1,1200
41,male,167.0,67.8,24.31,light,build_muscle,3,2463
34,male,173.6,82.2,27.28,sedentary,build_muscle,0,2380
42,male,173.3,78.5,26.14,light,build_muscle,3,2623
42,female,165.5,51.7,18.88,active,maintain,4,2146
31,male,171.6,90.9,30.87,light,build_muscle,3,2818
57,female,162.0,72.4,27.59,light,lose,1,1431
51,female,167.0,74.8,26.82,active,lose,6,2139
56,male,172.7,67.7,22.7,moderate,lose,3,1947
18,female,177.7,67.3,21.31,light,lose,3,1737
57,male,158.5,71.0,28.26,very_active,lose,7,2411
20,male,184.9,60.7,17.75,moderate,lose,3,2282
38,female,163.9,72.0,26.8,light,lose,3,1612
59,female,158.1,77.5,31.01,light,gain,3,2270
39,male,174.4,61.2,20.12,sedentary,maintain,0,1776
32,female,178.9,67.9,21.22,very_active,maintain,5,2960
26,female,159.2,75.3,29.71,very_active,gain,5,3270
43,female,148.9,58.2,26.25,sedentary,gain,0,1712
44,female,162.6,73.9,27.95,moderate,build_muscle,3,2510
18,female,158.4,81.2,32.36,light,lose,3,1801
60,male,180.9,82.6,25.24,light,maintain,1,2368
49,male,170.7,76.5,26.25,sedentary,maintain,1,1979
20,male,179.2,83.1,25.88,moderate,build_muscle,5,3327
55,male,178.9,90.2,28.18,sedentary,lose,1,1678
35,female,150.3,68.2,30.19,moderate,gain,4,2459
19,female,146.4,72.6,33.87,light,lose,1,1484
62,male,178.7,83.0,25.99,sedentary,gain,0,2289
58,female,178.3,68.2,21.45,moderate,gain,4,2621
52,male,182.6,71.6,21.47,light,lose,2,1815
56,male,180.0,60.7,18.73,light,lose,2,1610
38,male,175.1,87.3,28.47,light,build_muscle,2,2747
33,female,160.2,59.7,23.26,light,maintain,2,1848
18,male,176.1,73.6,23.73,light,maintain,1,2413
56,male,187.2,66.5,18.98,sedentary,lose,0,1402
67,female,154.5,76.9,32.22,moderate,lose,4,1680
61,female,172.3,58.1,19.57,moderate,lose,4,1532
38,female,162.8,72.3,27.28,sedentary,build_muscle,1,1998
63,female,151.6,50.0,21.76,moderate,lose,4,1204
56,male,178.0,86.9,27.43,active,maintain,6,3151
66,male,177.0,62.3,19.89,sedentary,gain,1,2080
20,male,175.9,96.4,31.16,moderate,maintain,5,3219
32,female,167.1,66.5,23.82,active,lose,5,2109
53,female,165.2,61.2,22.42,sedentary,lose,0,1200
25,male,169.2,68.6,23.96,light,maintain,3,2328
38,male,171.8,80.3,27.21,moderate,maintain,4,2837
63,female,161.6,75.4,28.87,moderate,gain,5,2499
58,male,165.1,80.2,29.42,moderate,lose,5,2117
57,male,164.4,66.8,24.72,moderate,maintain,4,2375
44,male,149.6,80.9,36.15,moderate,lose,3,2053
32,female,166.8,62.1,22.32,light,gain,2,2300
18,female,163.7,65.3,24.37,light,lose,1,1578
33,female,169.8,65.8,22.82,light,lose,1,1530
59,male,183.1,69.2,20.64,sedentary,maintain,0,1835
31,male,166.8,67.0,24.08,very_active,lose,7,2764
26,female,164.7,71.5,26.36,sedentary,lose,1,1333
54,female,153.8,66.0,27.9,sedentary,lose,0,1200
20,female,162.6,82.3,31.13,light,build_muscle,2,2558
60,female,157.4,81.1,32.73,very_active,maintain,5,2737
62,female,164.6,60.8,22.44,light,lose,1,1218
63,male,168.4,72.2,25.46,moderate,maintain,4,2461
43,female,154.1,69.4,29.22,sedentary,gain,1,1920
25,male,166.7,76.6,27.56,light,maintain,1,2362
44,male,190.6,82.0,22.57,light,maintain,2,2514
58,female,167.1,72.5,25.96,active,lose,4,1896
50,female,180.9,60.2,18.4,very_active,gain,5,3046
32,female,158.7,48.9,19.42,sedentary,maintain,0,1387
54,female,165.1,68.3,25.06,light,lose,1,1357
37,female,157.9,66.1,26.51,moderate,build_muscle,5,2442
62,female,158.1,85.8,34.33,moderate,lose,4,1792
54,male,179.0,73.8,23.03,moderate,maintain,5,2606
63,female,161.5,56.7,21.74,light,build_muscle,3,1882
30,male,185.3,62.0,18.06,light,maintain,3,2308
41,male,178.5,74.4,23.35,sedentary,lose,1,1566
64,female,167.7,67.6,24.04,active,build_muscle,4,2515
45,female,161.4,55.3,21.23,active,lose,6,1790
31,female,163.8,57.3,21.36,moderate,build_muscle,4,2374
38,male,181.1,76.5,23.33,light,build_muscle,2,2695
57,female,169.5,50.6,17.61,light,maintain,1,1535
64,male,167.3,64.5,23.04,sedentary,lose,0,1200
54,male,186.2,87.1,25.12,sedentary,maintain,0,2132
36,female,175.4,81.1,26.36,light,lose,3,1877
56,male,187.9,77.1,21.84,light,lose,1,1869
26,female,167.9,66.0,23.41,active,lose,6,2199
30,male,170.6,73.1,25.12,sedentary,gain,1,2392
61,male,153.5,88.6,37.6,light,maintain,1,2210
49,male,167.5,80.6,28.73,sedentary,lose,0,1520
64,female,161.0,42.0,16.2,light,lose,2,1200
33,male,174.5,78.4,25.75,moderate,lose,5,2388
23,female,159.4,62.6,24.64,light,gain,3,2296
26,male,181.1,69.8,21.28,moderate,build_muscle,4,3039
45,male,168.5,69.2,24.37,moderate,lose,4,2059
18,male,179.3,67.9,21.12,light,build_muscle,3,2762
68,female,161.9,62.1,23.69,sedentary,maintain,1,1429
56,female,153.7,64.3,27.22,sedentary,build_muscle,1,1680
56,female,149.6,65.1,29.09,active,maintain,4,2089
38,female,168.7,63.8,22.42,moderate,gain,3,2561
36,female,152.2,64.2,27.71,sedentary,maintain,1,1556
26,male,186.3,88.3,25.44,moderate,build_muscle,5,3409
39,male,173.0,63.5,21.22,light,lose,1,1654
29,male,172.6,63.2,21.21,moderate,build_muscle,3,2805
49,female,166.5,56.6,20.42,active,lose,5,1858
65,female,154.9,62.7,26.13,active,gain,6,2530
46,male,192.1,59.9,16.23,light,lose,3,1813
22,female,161.3,65.3,25.1,moderate,build_muscle,3,2501
43,female,157.9,56.7,22.74,moderate,maintain,4,2020
19,female,163.1,53.3,20.04,light,maintain,2,1796
61,male,170.1,42.6,14.72,active,build_muscle,5,2452
30,male,172.8,80.0,26.79,active,lose,4,2653
18,male,179.9,85.3,26.36,active,gain,6,3842
35,female,158.0,77.2,30.92,light,lose,2,1578
40,female,156.4,86.2,35.24,light,maintain,1,2121
21,male,169.4,85.3,29.73,light,build_muscle,3,2864
40,male,170.8,87.5,29.99,light,lose,1,2003
37,female,162.2,81.8,31.09,moderate,maintain,4,2506
30,male,176.4,47.8,15.36,very_active,lose,5,2438
48,female,170.6,49.8,17.11,light,build_muscle,2,1944
35,female,176.6,67.3,21.58,moderate,lose,3,1908
64,female,172.2,67.5,22.76,light,lose,3,1406
31,male,169.6,74.0,25.73,moderate,maintain,3,2708
56,female,149.6,65.0,29.04,active,maintain,5,2167
53,male,180.8,75.0,22.94,light,lose,1,1836
38,female,169.7,56.7,19.69,light,gain,3,2107
54,male,177.2,67.9,21.62,very_active,maintain,7,3181
39,male,166.3,66.7,24.12,light,lose,2,1761
35,female,163.1,76.4,28.72,active,build_muscle,4,2943
51,female,153.4,52.0,22.1,light,lose,1,1200
20,male,179.0,78.4,24.47,light,maintain,2,2600
47,female,158.7,71.0,28.19,active,gain,4,2706
61,female,162.4,56.6,21.46,sedentary,maintain,0,1335
68,female,154.0,45.6,19.23,moderate,build_muscle,4,1841
59,male,181.2,76.8,23.39,active,lose,6,2517
64,female,152.4,57.7,24.84,moderate,lose,4,1331
24,male,170.4,84.2,29.0,moderate,lose,3,2402
60,male,193.4,70.0,18.71,sedentary,lose,0,1446
67,female,164.6,69.5,25.65,light,lose,2,1335
57,female,150.3,56.7,25.1,active,build_muscle,4,2257
